,TeamName,Season,AdjTempo,AdjOE,AdjDE,eFG_Pct_O,eFG_Pct_D,TO_Pct_O,TO_Pct_D,OR_Pct_O,OR_Pct_D,FT_Rate_O,FT_Rate_D,OFF_FT,OFF_2PT,OFF_3PT,DEF_FT,DEF_2PT,DEF_3PT,Size,Hgt1,Hgt2,Hgt3,Hgt4,Hgt5,HgtEff,Exp,Bench,Pts1,Pts2,Pts3,Pts4,Pts5,OR1,OR2,OR3,OR4,OR5,DR1,DR2,DR3,DR4,DR5,FG2Pct,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,F3GRate,OppF3GRate,ARate,OppARate,StlRate,OppStlRate
49,Cincinnati,2010,64.2938,106.323,93.4698,47.5733,47.1853,19.718,17.9831,38.127,29.17,32.2441,35.9775,17.7741,57.309,24.9169,20.7563,49.5917,29.6519,76.96,0.44,-0.01,0.42,0.25,0.71,0.97,1.48,38.47,20.12,18.1,23.25,16.62,21.9,6.94,14.4,20.68,24.61,33.36,15.73,16.17,20.35,20.67,27.09,49.4978,29.1121,63.7854,8.3725,45.1487,34.0237,68.7055,7.604,33.013000000000005,34.5957,54.1573,54.399,0.0842,0.0961
50,Clemson,2010,67.2015,109.94,90.3071,51.065,46.3801,21.4636,24.6765,36.7303,33.6412,34.8243,35.4072,18.383,54.0426,27.5745,20.5811,57.9177,21.5012,76.72,-2.56,0.1,1.42,0.51,-0.27,0.24,1.62,30.09,19.7,19.89,16.6,25.16,18.66,7.04,13.46,12.51,30.72,36.27,11.84,17.83,15.19,30.52,24.62,50.9222,34.2314,66.055,11.9368,47.2727,29.4235,67.8914,8.0192,33.5996,28.4502,53.2315,51.4745,0.1343,0.1174
51,Cleveland St.,2010,64.0554,105.025,103.502,48.95399999999999,52.1325,18.4162,23.3536,28.7537,35.5648,34.4889,50.6562,20.9078,50.4104,28.6818,25.0118,48.2303,26.7579,76.15,1.43,0.1,-1.95,-1.48,-0.14,-1.63,1.27,25.64,18.58,26.71,21.34,15.57,17.8,11.3,6.18,20.09,27.68,34.74,13.15,13.14,17.03,25.7,30.99,47.8022,34.0792,75.0433,5.4337,48.7131,39.7895,68.6528,8.7912,34.728,31.168000000000006,53.4722,57.1429,0.1274,0.079
52,Coastal Carolina,2010,62.5502,102.093,98.9354,51.4773,43.8661,19.3027,20.4126,36.1412,32.5671,36.0227,29.6005,18.3048,60.3246,21.3706,18.505,55.3058,26.1892,76.65,2.43,0.1,0.06,-0.05,-0.92,-0.98,1.65,30.17,17.16,19.8,24.13,19.93,18.99,6.15,8.15,29.94,17.71,38.06,14.5,16.74,30.56,15.64,22.55,51.1468,34.9558,64.0379,10.9797,44.6791,28.1619,67.3004,6.3456,25.6818,33.3708,54.4135,41.8103,0.1023,0.0941
53,Colgate,2010,65.1997,97.357,110.169,49.4361,51.18600000000001,22.2447,18.9435,33.0793,29.8438,34.4612,36.7665,19.2839,51.2532,29.4629,20.7347,49.6858,29.5795,75.67,0.43,-1.47,-0.76,-0.91,-1.01,-1.92,1.6,24.8,13.52,17.96,28.47,24.14,15.9,6.86,14.14,22.23,28.4,28.37,11.95,22.69,20.48,17.73,27.15,46.5181,36.9942,68.5455,5.7226,49.8545,35.7268,72.8353,8.5422,32.5188,35.6429,55.4113,59.0529,0.0919,0.1026
54,College of Charleston,2010,67.8921,108.105,106.775,53.6903,49.3798,16.4815,19.2213,25.1998,38.6283,20.9841,31.2977,12.6716,48.9604,38.368,16.9675,59.9278,23.1047,75.89,0.43,-0.9,-1.96,-0.05,-0.45,-0.5,1.83,24.55,19.21,22.38,24.26,17.37,16.78,3.0,13.42,17.52,34.37,31.7,11.83,14.94,16.88,26.59,29.75,52.2613,37.0876,74.2529,10.5882,48.8235,33.9223,64.4817,7.2864,42.4023,27.0038,46.8421,46.9649,0.0839,0.086
55,Colorado,2010,66.6131,112.64,104.237,53.3987,51.722,19.124,21.6936,23.9118,38.1026,44.5098,46.8378,24.2115,49.0724,26.7161,24.0809,53.5846,22.3346,77.96,3.43,1.36,1.05,0.49,0.95,1.45,1.37,30.63,14.07,23.38,30.23,18.99,13.33,5.26,11.23,33.17,25.14,25.21,17.35,19.49,20.15,22.13,20.89,51.4591,38.247,76.652,5.9662,51.9145,34.1772,70.0535,10.5058,32.8105,29.6807,56.8655,51.6779,0.1156,0.0978
56,Colorado St.,2010,65.5168,101.541,97.8012,48.038,50.0637,22.9159,21.5256,32.6839,29.0464,48.5443,48.5041,25.6247,49.3876,24.9878,24.8088,46.6539,28.5373,77.1,1.45,0.54,0.69,-0.05,-0.38,-0.43,1.32,32.04,18.93,19.11,12.51,24.24,25.21,3.58,10.31,26.04,25.7,34.38,11.94,15.03,20.77,22.04,30.23,46.0695,34.9794,68.1877,7.305,48.1737,35.6631,68.1102,10.7861,30.7595,35.5188,48.6647,54.5852,0.1045,0.1016
57,Columbia,2010,63.5752,91.6495,105.5,45.2824,51.1199,22.0885,22.6959,31.9916,30.2805,38.0854,42.9913,22.0047,53.9739,24.0214,22.593000000000004,48.0306,29.3764,76.74,2.17,1.1,-0.96,0.58,0.14,0.72,1.7,37.54,20.32,22.97,23.0,16.95,16.76,4.38,7.96,11.17,34.81,41.67,12.36,15.36,16.29,28.23,27.75,41.6285,37.6045,67.0886,5.9091,49.8864,35.5159,69.4118,8.6917,24.7245,36.4162,47.2881,53.5599,0.1149,0.1033
58,Connecticut,2010,67.6268,107.123,91.4325,48.1373,44.1871,21.7102,18.012999999999995,38.6326,34.4336,44.1192,26.6068,23.9916,60.2521,15.7563,17.4757,55.7811,26.7432,78.38,1.43,1.31,3.05,2.95,1.37,4.32,1.84,19.57,24.06,24.22,18.4,19.13,14.21,8.94,10.73,23.02,28.12,29.19,15.77,16.41,21.19,24.56,22.07,48.5772,31.0174,68.8782,17.659000000000006,42.7605,31.6614,70.3375,9.5528,21.4476,30.1512,54.5131,50.9592,0.0946,0.1139
59,Coppin St.,2010,64.583,88.9192,108.274,43.4404,49.2096,21.2889,22.2388,29.2276,38.6484,29.1834,41.9931,19.9753,54.5006,25.524,22.4689,49.5939,27.9372,76.08,-0.56,-1.49,-1.95,0.01,0.45,0.46,1.59,38.96,17.67,19.71,24.98,17.66,19.99,12.4,7.86,11.53,29.53,38.69,15.92,12.43,17.13,26.59,27.94,41.4246,32.3185,74.3119,6.5848,51.1161,30.7692,67.9214,9.747,28.581,38.4192,46.7241,58.0952,0.0911,0.1039
60,Cornell,2010,63.4422,115.443,101.891,56.5878,48.1437,18.7033,20.94,31.5228,30.1806,29.1667,38.503,15.8996,45.6904,38.41,22.2437,51.354,26.4023,77.01,-0.57,-1.36,0.73,0.36,2.62,2.97,2.51,29.86,21.14,16.53,20.93,21.47,19.93,8.45,8.81,22.92,21.94,37.88,14.96,11.72,20.01,18.15,35.15,51.0758,43.2815,73.3591,10.0176,46.6608,34.2105,71.5397,8.6062,39.8086,31.8563,59.0376,52.1739,0.108,0.0976
61,Creighton,2010,65.1422,107.063,102.607,50.1337,47.8123,18.3161,17.6524,30.7296,30.3333,37.0588,37.0058,21.0194,47.262,31.7186,21.8103,49.2241,28.9655,76.08,0.43,-0.63,0.04,-0.73,-0.34,-1.08,1.79,45.3,18.81,19.37,20.34,14.52,26.96,3.97,14.85,26.63,28.28,26.27,10.14,16.2,24.72,20.43,28.51,49.911,33.6461,72.0058,9.0024,46.3098,33.7349,72.0798,8.9858,39.893,35.0026,57.26600000000001,55.0943,0.077,0.08800000000000001
62,Dartmouth,2010,63.0172,81.94,106.537,40.6985,50.0,21.5203,21.1143,28.3368,34.6475,26.6252,38.6657,17.6923,61.958,20.3497,21.7294,55.0253,23.2454,76.0,0.43,-0.9,-0.7,-0.16,0.47,0.31,1.39,37.85,22.17,22.4,22.25,14.29,18.89,15.73,9.99,16.25,20.79,37.23,18.14,15.75,17.69,17.99,30.43,39.8381,29.0419,65.7143,6.25,50.2049,33.0144,71.7996,8.9928,23.0982,29.9857,49.6296,52.3885,0.0969,0.0986
63,Davidson,2010,64.8694,102.803,104.704,50.0304,50.5923,19.9248,18.1458,33.6534,28.2221,34.772,38.404,19.0757,43.7561,37.1681,21.3282,50.6059,28.0659,77.15,0.43,0.84,0.05,0.98,1.03,2.02,1.58,30.88,17.37,20.98,21.06,15.6,24.99,8.27,12.24,20.09,30.92,28.48,11.87,13.47,19.39,27.88,27.38,47.3908,35.6941,67.8322,8.7912,47.8022,37.6953,71.4286,9.0522,42.9179,31.9202,60.5452,46.4336,0.061,0.0889
64,Dayton,2010,64.3551,106.789,90.2501,50.6348,44.705,21.3852,20.9082,34.7082,27.619,38.5254,40.8472,20.2001,50.2501,29.5498,23.0803,48.6768,28.243,77.25,1.32,0.69,0.05,0.85,1.29,2.15,2.17,40.49,16.02,20.61,22.58,26.32,14.47,7.53,7.17,23.42,30.69,31.21,17.69,15.64,22.84,25.27,18.56,50.0767,34.4086,66.5399,10.1721,43.8967,30.7801,65.679,8.8957,36.3281,35.5522,59.846,53.2134,0.0942,0.0914
65,Delaware,2010,63.5979,99.277,108.512,44.0891,51.1912,20.3294,17.6609,33.871,33.4459,34.3803,44.9077,21.4249,52.0102,26.5649,23.6339,48.7783,27.5877,76.74,-0.57,0.11,0.69,0.51,-0.23,0.29,1.25,32.01,29.49,21.52,15.56,16.34,17.1,7.22,23.44,19.43,27.01,22.91,12.89,19.16,15.91,29.06,22.99,44.1659,29.2929,69.9336,6.553,49.2819,36.6372,70.557,8.9023,33.9235,33.651,52.7007,53.83600000000001,0.0757,0.0966
66,Delaware St.,2010,57.8684,96.4778,106.584,46.0137,54.04600000000001,19.9053,28.2695,35.1222,39.1902,34.0167,36.4566,19.7882,54.4011,25.8107,17.9703,55.0743,26.9554,75.27,-0.57,-1.89,-1.41,-1.05,-1.95,-3.0,1.77,29.59,13.72,18.12,24.77,24.65,18.74,11.4,11.91,19.65,27.27,29.76,15.84,14.64,19.14,24.83,25.55,44.869,32.419000000000004,66.7411,7.7017,52.0782,39.0449,64.9533,8.6245,30.448,30.3237,50.4621,52.7434,0.1284,0.0843
67,Denver,2010,58.0615,106.017,107.373,57.9303,50.6771,19.6978,21.5121,20.0825,31.3218,44.808,59.7291,21.645,42.1356,36.2193,29.3241,50.994,19.6819,76.89,1.0,1.1,1.04,-1.05,-0.19,-1.24,1.46,31.34,16.14,20.41,20.52,21.95,20.97,16.18,19.27,21.27,26.72,16.57,10.8,18.24,25.38,27.13,18.46,56.8093,39.5276,71.4286,9.1943,48.6256,37.931,70.4057,10.8949,45.1636,24.804,67.4891,39.845,0.0938,0.0866
68,DePaul,2010,61.339,99.9618,99.6958,44.6923,48.8595,17.2118,20.0638,30.5056,36.7537,29.8701,39.6759,16.2877,55.9492,27.7631,21.4665,52.4843,26.0492,76.61,0.43,-0.9,-1.06,0.23,1.35,1.58,1.59,33.94,27.72,12.31,18.75,17.55,23.66,7.93,7.56,17.23,26.94,40.35,12.09,14.55,18.89,22.31,32.17,43.6109,31.362,58.2231,8.4642,47.4695,34.6154,67.3222,8.9035,31.5076,31.2125,51.9886,59.3923,0.1181,0.0821
69,Detroit,2010,67.0753,100.178,96.2132,49.8852,47.5097,22.3358,22.0715,34.3277,29.9341,47.0723,35.8605,23.705,57.8578,18.4372,21.2746,50.5273,28.1981,76.74,-1.56,-2.4,1.05,0.95,-0.63,0.32,2.08,25.69,14.77,19.52,22.39,21.84,21.48,8.74,14.97,19.05,19.97,37.26,15.89,18.47,18.4,17.21,30.03,49.9242,33.1754,65.8537,9.9571,47.2961,31.9315,71.6049,6.1364,24.225,35.5285,56.3204,50.3968,0.1053,0.1013
70,Drake,2010,62.6189,106.775,107.102,51.9481,52.9112,15.9826,19.5236,21.6411,32.3362,34.0614,31.7128,19.8908,41.3291,38.7802,17.1315,50.1992,32.6693,75.38,-0.57,-2.33,-2.95,-0.42,-0.41,-0.82,1.72,30.96,21.29,19.18,21.03,18.38,20.12,9.06,10.0,26.02,26.08,28.84,12.84,14.35,24.81,24.84,23.15,47.8903,38.0697,75.7366,6.1187,51.7808,36.4985,68.984,9.1772,44.0378,38.1006,52.3035,55.7196,0.0871,0.079
71,Drexel,2010,63.3113,100.016,97.3288,44.8668,44.9881,18.5253,19.9099,34.0202,32.8995,36.071,46.2411,20.8904,56.6536,22.456,26.4749,53.6324,19.8927,75.22,-1.57,-1.1,-1.95,-1.26,-0.22,-1.47,1.29,30.53,24.89,19.98,22.86,18.28,14.0,5.46,5.88,10.5,40.62,37.55,9.75,11.16,13.16,33.77,32.17,44.1311,31.2245,65.6923,8.9968,43.7898,32.381,70.0645,12.2713,27.192,25.0597,54.235,51.312,0.0907,0.0898
72,Duke,2010,64.9637,119.296,87.7467,50.527,43.6281,16.4169,21.2631,40.3084,32.1342,37.9005,34.0136,22.15,48.5222,29.3277,21.1152,59.4506,19.4342,78.99,2.43,2.1,2.27,2.22,2.66,4.88,2.03,23.41,24.22,24.32,19.53,17.23,14.7,7.41,6.17,21.55,23.77,41.1,9.76,13.36,19.76,23.46,33.66,46.9811,38.491,75.8621,9.842,44.0462,28.2648,68.6667,9.8113,32.968,25.3515,52.7672,48.6976,0.0996,0.0789
73,Duquesne,2010,69.2979,102.207,99.1215,47.3499,47.8942,19.8989,22.7224,32.1921,37.7152,38.0746,35.3132,19.5313,57.4449,23.0239,19.8011,50.0904,30.1085,75.84,-0.57,-0.56,0.29,-1.05,-0.7,-1.75,1.51,22.53,16.82,16.76,23.98,23.71,18.72,5.26,7.64,18.48,27.82,40.79,12.0,12.37,20.94,24.83,29.86,51.6529,26.1346,60.3693,10.9453,45.937,34.3653,66.9725,11.0744,34.5592,34.8812,54.1667,57.4742,0.1111,0.0905
74,East Carolina,2010,66.5803,101.847,108.045,48.5675,51.2298,24.5872,16.7711,34.1189,33.5855,42.9059,35.9328,23.5231,52.3093,24.1676,19.8498,50.5866,29.5636,76.8,-0.57,0.7,1.82,0.33,0.25,0.59,1.42,27.29,25.88,16.79,18.58,16.53,22.22,7.02,12.83,17.89,27.77,34.49,15.47,15.27,22.57,22.77,23.92,48.8465,31.9829,69.6343,8.5145,48.8225,37.3002,70.6177,11.1334,31.9918,33.7732,50.8634,58.6115,0.0916,0.133
75,East Tennessee St.,2010,66.1025,100.3,97.8928,47.6623,48.6231,21.1846,24.1564,35.6313,34.1484,40.6234,39.9028,21.8817,56.0238,22.0945,21.388,45.4823,33.1296,76.26,1.7,1.1,0.04,-1.46,-1.07,-2.53,1.41,33.52,13.91,24.39,25.55,19.39,16.76,8.87,17.43,22.84,22.07,28.8,12.19,17.71,23.32,22.59,24.2,48.0292,31.1712,65.7289,9.7337,47.8421,33.1586,66.3058,9.3431,28.8312,41.1987,44.5247,58.0103,0.1206,0.1044
76,Eastern Illinois,2010,62.7843,99.5385,103.623,48.6901,47.5922,21.3945,19.3871,34.9567,33.8506,34.7604,34.7092,20.5836,61.5946,17.8218,20.6879,44.2939,35.0182,76.1,0.84,-0.73,0.04,-0.58,-0.18,-0.76,1.93,34.89,22.34,23.1,16.54,21.27,16.76,6.98,8.59,14.87,29.75,39.82,10.78,13.02,20.01,25.77,30.42,47.3179,36.0759,72.6103,10.0622,44.0871,35.2756,71.5315,10.008,20.1917,39.7123,59.8582,60.8629,0.0903,0.1067
77,Eastern Kentucky,2010,60.8685,109.862,110.294,55.5589,53.369,15.9611,21.6065,24.8697,35.3166,26.061,34.3199,14.5287,44.5057,40.9655,18.4704,49.6392,31.8903,76.72,2.74,2.1,0.38,-1.05,-2.03,-3.08,2.12,26.14,17.78,17.36,18.51,22.07,24.28,20.59,21.48,25.57,23.95,8.41,14.76,17.86,22.48,22.03,22.87,53.6585,38.5214,72.4771,6.6536,50.4892,39.0459,70.4587,10.1996,46.0849,35.6423,60.4353,61.7368,0.1134,0.079
78,Eastern Michigan,2010,64.8814,99.8174,101.181,47.489,49.5902,20.3654,21.168000000000006,32.7735,29.9505,44.5072,38.1463,23.4312,47.8745,28.6943,20.2333,53.144,26.6227,76.64,-1.54,-1.08,0.67,-0.05,-0.1,-0.15,1.87,26.26,26.14,14.71,20.19,20.23,18.72,6.94,11.06,22.88,23.27,35.86,14.56,12.69,25.45,25.45,21.85,48.6626,30.4348,65.3032,7.4861,48.4288,34.7222,65.9504,10.3909,38.9831,31.7781,55.7402,55.5079,0.0988,0.0918
79,Eastern Washington,2010,67.5579,96.3023,106.317,47.1893,54.0249,20.7266,19.365,26.0227,28.9689,32.1674,45.0262,19.4563,49.0405,31.5032,22.8144,50.9584,26.2272,74.32,-4.56,-3.9,-4.17,0.06,-0.07,-0.01,1.55,35.23,22.95,22.09,14.56,20.16,20.24,6.29,6.1,14.35,37.14,36.12,13.42,13.03,14.34,24.56,34.64,43.3145,36.5492,70.8738,5.8605,50.6977,41.2804,70.9302,12.6177,33.6665,29.6466,54.6423,49.8634,0.0842,0.1029
80,Elon,2010,66.5535,95.6347,106.118,46.8697,51.5634,19.4988,19.8246,27.5758,34.1204,32.8257,35.1759,18.4895,49.1417,32.3688,18.5267,54.6096,26.8637,75.88,-0.38,0.1,-1.95,-0.56,-0.34,-0.91,2.0,26.51,19.27,18.37,23.3,18.05,21.01,10.06,14.63,18.07,18.21,39.03,12.52,13.31,18.52,22.73,32.92,46.3031,31.8379,64.7766,5.198,51.0726,35.0604,66.6667,12.0148,38.9735,32.3283,52.4272,52.1898,0.0824,0.087
81,Evansville,2010,65.0403,97.0637,102.905,47.1342,50.2637,21.6987,19.4201,28.0086,28.7762,41.942,43.441,24.514,54.1037,21.3823,23.8262,47.2527,28.9211,76.2,0.43,-1.1,0.04,-1.05,-0.33,-1.38,0.87,33.76,12.19,19.07,23.49,24.91,20.33,8.72,11.66,8.5,34.71,36.42,21.82,14.94,14.37,23.63,25.23,45.3804,34.8285,72.9904,4.6826,49.2196,34.7122,72.3824,11.5942,25.5563,36.6513,63.3491,54.955,0.0751,0.0999
82,Fairfield,2010,64.9005,106.18,100.258,48.2715,48.3158,19.7043,21.7694,35.5691,34.3105,35.02,34.3158,20.174,54.1011,25.7249,19.7202,51.4211,28.8588,76.28,-1.56,-1.83,0.06,1.61,0.7,2.31,1.42,36.69,21.82,17.34,16.36,23.38,21.1,7.62,12.39,18.94,32.03,29.03,13.57,16.04,15.71,28.22,26.46,47.3875,33.4951,69.671,13.3333,45.0575,36.9748,69.1718,9.1437,30.9619,31.3158,55.0,48.3911,0.1088,0.0968
83,Fairleigh Dickinson,2010,66.6171,91.6863,109.251,46.0667,49.0647,22.6955,17.7834,29.2748,32.8583,44.2789,36.5045,23.7296,54.9581,21.3123,19.4384,48.9688,31.5928,75.33,-0.7,-2.9,-3.95,-0.66,-0.34,-1.0,2.04,26.35,17.93,20.96,27.5,17.0,16.6,12.15,8.56,14.84,31.51,32.93,10.14,14.76,20.64,26.93,27.53,45.2478,32.2148,64.7376,10.4013,45.7002,36.9231,64.8609,7.961,26.6389,34.7408,51.4979,59.0226,0.08,0.1023
84,FIU,2010,66.6764,98.3876,112.814,46.1602,56.0058,19.3024,21.3955,30.4478,34.9873,32.09,38.2507,19.3966,56.3218,24.2816,19.5224,49.4344,31.0432,75.19,-0.71,-0.71,-0.96,-2.72,-2.12,-4.84,2.21,31.63,19.42,16.59,16.39,25.32,22.29,9.39,21.85,25.63,12.21,30.92,12.13,15.73,16.18,23.57,32.38,47.496,28.8889,69.2308,5.1948,54.731,38.7755,71.0366,10.5008,32.09,37.1429,50.0661,59.3787,0.1163,0.1033
85,Florida,2010,63.5599,112.433,97.4388,49.4267,48.4375,18.5997,20.6081,36.9963,32.8222,33.4496,27.6639,19.2261,55.9674,24.8065,16.2533,55.9787,27.7679,77.3,-3.56,0.89,4.04,2.18,0.92,3.1,1.5,23.03,21.55,19.81,16.16,19.81,22.68,6.41,13.55,20.61,25.54,33.88,14.42,10.83,25.11,26.53,23.11,50.5891,31.3272,70.3428,7.1811,48.2811,32.5039,67.96300000000001,9.9411,32.3031,32.9406,53.8202,52.1998,0.1057,0.0995
86,Florida A&M,2010,66.5865,92.3961,113.291,45.0154,50.5463,22.672,20.0823,32.0402,38.5049,40.0,37.0328,22.1394,51.8361,26.0245,20.3083,54.3971,25.2947,76.63,1.43,0.38,0.57,-0.05,-1.32,-1.38,1.45,34.79,19.03,20.79,19.99,20.23,19.96,4.03,4.38,25.56,29.01,37.01,10.34,9.86,26.06,28.54,25.2,44.6789,30.4673,64.0,6.5199,50.8044,33.3333,69.5652,7.4312,32.9231,32.0874,45.6923,53.4351,0.0816,0.1095
87,Florida Atlantic,2010,67.2513,103.531,106.806,48.959,51.46100000000001,17.6035,20.4344,31.7176,33.9969,32.5401,44.7403,18.1095,50.5473,31.3433,22.418000000000006,54.8213,22.7606,74.62,-5.56,-2.9,-1.57,-1.04,-0.05,-1.09,0.79,28.56,21.97,21.26,24.41,16.95,15.41,6.83,15.07,13.3,33.99,30.81,15.13,10.66,15.63,26.13,32.45,44.7577,38.4615,66.5448,10.2389,47.7816,42.1196,66.4731,10.5727,32.4807,23.8961,54.8747,49.9301,0.0803,0.0762
88,Florida Gulf Coast,2010,66.2334,94.2994,108.335,46.0821,51.9008,24.7576,23.3572,37.4277,36.7417,37.6866,47.8737,20.96,59.2,19.84,22.6225,44.0922,33.2853,75.74,-2.56,-0.5,0.46,-1.05,-1.64,-2.69,1.29,41.32,25.46,18.25,13.37,23.76,19.17,5.52,11.62,23.19,35.89,23.79,16.08,17.31,21.27,21.88,23.46,46.2886,30.3178,64.8515,11.2088,50.4396,35.9813,63.3917,7.6731,25.4353,41.36600000000001,59.352,65.2174,0.116,0.115
89,Florida St.,2010,64.8904,104.941,86.3361,50.519,43.4894,24.3216,23.6779,38.0112,31.9762,38.5813,34.7801,19.7435,54.6954,25.5612,21.1698,47.3085,31.5217,79.39,4.43,3.1,1.69,1.95,2.31,4.26,1.3,32.91,17.57,19.69,17.85,18.73,26.16,12.62,9.71,18.87,24.61,34.19,20.6,14.94,15.89,24.65,23.92,50.7222,33.3932,64.4245,17.6523,40.3354,32.8479,67.1593,6.627000000000002,32.1223,35.2941,56.9604,47.2727,0.1228,0.1168
90,Fordham,2010,70.1498,92.8164,107.369,41.907,50.5498,21.5507,16.7289,31.421,34.6881,32.0188,39.5255,20.58,56.9994,22.4205,21.3063,55.045,23.6486,77.02,1.02,0.46,0.3,-1.05,-0.2,-1.25,1.02,29.7,24.35,19.59,14.15,28.68,13.23,5.47,19.28,9.13,38.68,27.44,15.2,15.34,13.05,32.55,23.86,41.9196,27.9167,67.8309,9.571,50.4125,33.9147,69.2533,9.1058,28.2519,29.8611,42.4806,54.9618,0.0777,0.1161
91,Fresno St.,2010,65.0062,99.8386,98.7944,48.662,49.6,20.9017,21.2283,30.362,32.5807,38.4526,34.8571,21.1964,48.7047,30.0989,19.1806,47.2998,33.5196,78.52,2.44,2.31,2.24,1.95,0.96,2.9,1.15,26.31,10.49,16.26,20.72,26.28,26.25,4.36,15.86,21.04,24.67,34.08,14.96,14.35,20.88,25.61,24.2,48.9583,32.1267,68.0787,12.3646,45.8484,37.3832,67.541,9.9432,38.5689,36.6857,61.9178,58.2888,0.118,0.0994
92,Furman,2010,67.1601,97.3926,104.687,47.2241,47.4732,21.3454,17.9425,31.5173,31.1695,44.1507,43.5881,24.8686,48.1598,26.9716,23.1988,54.5733,22.2279,76.82,1.43,-0.9,-0.4,0.63,0.47,1.1,1.66,30.78,15.52,21.33,26.57,20.46,16.12,5.01,7.6,28.88,27.67,30.84,11.54,15.41,25.61,23.61,23.83,45.1232,34.3373,70.8084,12.3702,46.1938,33.9578,65.7971,9.064,32.9147,26.9741,49.9205,52.2828,0.0706,0.1
93,Gardner Webb,2010,69.3464,89.902,110.302,46.7033,52.8344,24.5781,20.4212,30.8963,37.1079,29.4118,41.2102,17.1445,52.4083,30.4472,20.584,55.4332,23.9828,74.89,0.43,-1.9,-1.12,-2.55,-1.65,-4.2,1.93,41.75,19.33,19.59,21.11,21.99,17.98,9.58,9.92,27.23,22.99,30.28,12.83,12.82,31.81,20.12,22.42,44.4121,34.1699,65.7143,4.9541,53.1193,34.7917,66.4606,10.0097,33.4842,30.5732,55.205,55.496,0.0831,0.1257
94,George Mason,2010,63.8527,102.02,100.824,48.6698,47.8536,20.6201,19.7804,32.6803,34.6255,41.6426,33.9571,21.5385,55.3846,23.0769,19.528,54.2342,26.2379,76.62,-1.56,2.1,0.46,-0.05,-0.24,-0.29,1.08,33.09,19.98,19.53,19.86,21.03,19.6,9.56,12.43,18.11,23.37,36.53,13.94,15.88,17.7,26.67,25.81,47.5962,34.3035,64.1667,10.1507,46.4711,33.9928,68.3955,9.2147,27.8195,30.5999,49.9341,54.7097,0.098,0.1031
95,George Washington,2010,66.8441,102.805,97.6481,47.7778,48.3146,20.5327,21.7814,36.7028,30.577,39.1667,42.7558,21.1009,57.7064,21.1927,22.6692,44.1079,33.2229,77.67,1.43,0.8,1.04,1.23,1.21,2.44,1.12,43.37,16.93,18.82,23.6,25.3,15.35,7.46,13.76,22.5,22.31,33.97,14.12,15.11,18.52,26.61,25.64,47.1868,32.9764,65.2482,10.6549,45.5523,35.0299,66.2517,9.9775,25.9444,39.5033,50.8301,61.2857,0.1128,0.0902
96,Georgetown,2010,65.0947,116.551,92.2687,55.7025,47.4325,21.0067,19.5534,32.5547,32.1215,37.0248,33.4569,19.12,55.44,25.44,20.2137,50.935,28.8513,77.46,1.43,0.1,0.05,1.44,2.33,3.77,1.32,18.24,22.64,18.92,20.99,13.81,23.63,8.29,15.54,15.23,30.78,30.17,12.78,14.65,14.17,20.37,38.03,54.6961,38.6861,71.131,12.6206,45.9807,33.4884,71.8354,10.3394,30.1928,34.1451,57.6796,56.3452,0.1048,0.1083
97,Georgia,2010,63.7464,109.338,100.909,50.0901,48.4287,22.9492,17.9245,37.6675,32.3084,38.4985,32.3232,21.6165,57.2368,21.1466,19.7209,53.7674,26.5116,76.68,-0.57,-1.13,0.05,2.11,1.16,3.26,1.55,27.79,13.51,18.13,24.48,22.25,21.63,3.15,8.69,31.85,29.14,27.18,9.42,14.82,22.51,27.08,26.18,48.5259,36.5854,71.7629,11.944,47.6112,33.4507,73.6111,11.2351,24.6246,31.8743,55.4677,46.224,0.0903,0.1232
98,Georgia Southern,2010,70.1872,97.4646,111.727,48.4494,57.5213,22.2134,24.1693,30.7196,39.6791,35.8104,46.285,19.8451,48.4995,31.6554,21.0614,54.9937,23.9448,75.56,-0.86,0.1,-1.96,0.49,-0.57,-0.09,1.99,34.93,20.88,21.89,21.9,16.22,19.12,15.7,14.15,14.04,24.5,31.61,13.74,16.94,17.06,23.89,28.37,43.9474,38.3128,66.9935,8.4337,56.6265,39.7917,66.3158,8.6842,33.2943,29.2326,56.1892,54.2992,0.1085,0.0885
99,Georgia St.,2010,61.2876,99.4156,103.07,45.6967,48.2406,21.2871,22.1,36.8718,36.1734,30.3864,43.1862,18.5282,60.6472,20.8246,24.0685,50.2518,25.6798,76.64,0.43,0.04,0.63,-0.05,-0.34,-0.39,2.47,37.71,26.39,21.2,14.63,18.18,19.6,11.47,16.66,13.98,34.27,23.62,14.63,18.22,20.84,20.58,25.72,44.7267,32.5183,68.4008,9.5785,47.7969,32.7553,70.8148,8.3911,23.9461,33.2054,47.8992,58.4454,0.1097,0.1113
100,Georgia Tech,2010,67.9549,108.997,90.9613,50.3479,44.2726,23.1352,21.399,38.9352,32.9372,37.7237,34.8478,19.6988,56.0444,24.2568,20.8639,49.3305,29.8056,78.42,2.43,3.1,2.04,1.95,1.17,3.12,1.26,36.89,15.68,17.42,18.95,24.26,23.7,11.07,14.7,12.63,28.9,32.71,14.59,14.79,12.68,26.17,31.77,49.0291,35.7895,65.4809,13.6432,42.8036,31.2925,66.9903,7.8363,28.33,35.5244,52.5796,57.5531,0.1114,0.1118
